Unique ID,State/UT,District,Disease/Illness,No. of Cases,No. of Deaths,Date of Start of Outbreak,Date of Reporting,Current Status,Comments/Action Taken,Week
WB/NAD/2024/44/2673,West Bengal,Nadia,Acute Diarrheal Disease,5,0,30-10-2024,31-10-2024,Under Control,"Cases from Senpur Village, Krishnagar-I. Loose motion, pain abdomen, fever. Probable source: drinking water. RRT investigated.",Week 44
WB/PRL/2024/44/2674,West Bengal,Purulia,Acute Diarrheal Disease,40,0,01-11-2024,02-11-2024,Under Control,"Cases from Palpal Village, Arsha. Loose watery stool. Age 5-44 yrs. Culture: normal commensal. RRT investigated.",Week 44
JH/GIR/2024/44/2675,Jharkhand,Giridih,Typhoid,9,0,30-09-2024,,Under Control,Cases from District Hospital. Fever with nausea. 7/9 blood samples positive for Typhoid by Widal test. RRT investigated. (Late reported),Week 44
KL/ALP/2024/44/2676,Kerala,Alappuzha,Hepatitis A,12,0,19-10-2024,,Under Surveillance,"Cases from FHC Nooranad. Fever, vomiting, diarrhea, jaundice. All water samples unsatisfactory. All 6 serum samples positive for Anti-HAV IgM. (Late reported)",Week 44
KL/ERN/2024/44/2677,Kerala,Ernakulam,Hepatitis A,8,0,03-10-2024,,Under Surveillance,"Cases from FHC Edathala, Aluva. Fever, vomiting, diarrhea, jaundice. Age 16-30 yrs. 2/2 samples positive for Anti-HAV IgM. E.coli in water samples. (Late reported)",Week 44
MP/CHT/2024/44/2678,Madhya Pradesh,Chhatarpur,Measles,26,1,11-10-2024,,Under Surveillance,"Cases from Imiliya & Churwari villages. Fever with rash, cough. Age 1-59 yrs. 9/9 samples positive for Measles IgM. 1 death (4yr male, pneumonia with encephalitis on 10.10.2024). (Late reported)",Week 44
MH/NAS/2024/44/2679,Maharashtra,Nashik,Acute Diarrheal Disease,18,0,24-10-2024,,Under Control,"Cases from Raypada Village, Anjaneri PHC. Loose motion and vomiting. Age 12-60 yrs. 1/16 water samples contaminated. (Late reported)",Week 44
OR/KND/2024/44/2680,Odisha,Kendujhar,Food Poisoning,123,0,15-10-2024,,Under Surveillance,"Cases from Ward No. 8, Barbil. Loose motion, vomiting after Prasad at religious gathering. Age 15-44 yrs. E.coli in rectal swabs. (Late reported)",Week 44
RJ/UDP/2024/44/2681,Rajasthan,Udaipur,Malaria,20,0,19-10-2024,,Under Surveillance,"Cases from Ghata PHC Devla, Kotra. Fever with chills. Age 1-6 yrs. 17/20 samples positive for Malaria by RDT. (Late reported)",Week 44
AP/VIZ/2024/45/2682,Andhra Pradesh,Vizianagaram,Cholera,31,0,29-10-2024,04-11-2024,Under Control,"Cases from Yerukonda Village, Pusapatirega. Loose stools and vomiting. 9/12 stool samples positive for Vibrio cholerae. 3 water samples unfit. RRT investigated.",Week 45
AS/CHR/2024/45/2683,Assam,Charaideo,Dengue,56,1,10-11-2024,10-11-2024,Under Surveillance,"Cases from Namtola Haticamp, Sonari. Fever and bodyache. 56/72 samples positive for Dengue NS1/IgM by RDT. 1 death (23yr female, severe hepatitis, Ascites, AKI). RRT investigated.",Week 45
AS/DIB/2024/45/2684,Assam,Dibrugarh,Shigellosis,50,0,06-11-2024,07-11-2024,Under Surveillance,"Cases from Boroline, Monohari TE, Dibrugarh East. Bloody stools, pain abdomen, fever. 1/4 rectal swabs positive for Shigella Flexneri. RRT investigated.",Week 45
AS/GLG/2024/45/2685,Assam,Golaghat,Food Poisoning,19,0,10-11-2024,10-11-2024,Under Surveillance,"Cases from Basapathar Village, Sarupathar. Loose stools and vomiting after Prasad at social gathering. Stool negative, water samples fit. RRT investigated.",Week 45
AS/JRH/2024/45/2686,Assam,Jorhat,Cholera,10,0,05-11-2024,05-11-2024,Under Control,"Cases from Cinnamara Basbari TE, Jorhat West. Loose stools and vomiting. Rectal swab positive for Vibrio cholerae. Water samples unfit. RRT investigated.",Week 45
AS/JRH/2024/45/2687,Assam,Jorhat,Cholera,10,0,30-10-2024,04-11-2024,Under Control,"Cases from Akhoidisha T.E., Teok. Loose stools and vomiting. 3/4 rectal swabs positive for Vibrio cholerae. Water samples unfit. RRT investigated.",Week 45
CT/BJP/2024/45/2688,Chhattisgarh,Bijapur,Japanese Encephalitis,5,0,06-11-2024,06-11-2024,Under Surveillance,"Cases from Chatpalli Village, Bhopalpattnam. Fever, vomiting, breathing difficulty, convulsion. Age <13 yrs. 5/12 samples positive for JE IgM by ELISA. RRT investigated.",Week 45
GJ/SBK/2024/45/2689,Gujarat,Sabarkantha,Hepatitis A,19,0,07-11-2024,07-11-2024,Under Surveillance,"Cases from Himatnagar, Sabar Kantha. Jaundice, fever, vomiting. Age 5-44 yrs. All 20 blood samples positive for Hepatitis A IgM. Water samples unfit. RRT investigated.",Week 45
JH/DMK/2024/45/2690,Jharkhand,Dumka,Acute Diarrheal Disease,12,0,03-11-2024,04-11-2024,Under Control,"Cases from Dumaria Village, Shikaripara. Loose motion, pain abdomen, vomiting. Blood samples negative for Hepatitis A & E. Water fit for potable purpose. RRT investigated.",Week 45
JH/WSB/2024/45/2691,Jharkhand,West Singhbhum,Acute Diarrheal Disease,10,0,05-11-2024,05-11-2024,Under Control,"Cases from Kumardungi Village, Hat Gamharia. Loose motion. Stool negative. RRT investigated.",Week 45
KN/CHT/2024/45/2692,Karnataka,Chitradurga,Chikungunya,12,0,04-11-2024,04-11-2024,Under Surveillance,"Cases from T. Gollarahatti Village, Holalkere. Fever, myalgia, joint pain. 2/3 samples positive for Chikungunya IgM by ELISA. RRT investigated.",Week 45
KN/DKD/2024/45/2693,Karnataka,Dakshin Kannad,Hand Foot Mouth Disease (HFMD),241,0,07-11-2024,08-11-2024,Under Surveillance,"Cases from College hostel, Adyar Village, Mangaluru. Fever, sore throat, rash. Age 18-22 yrs. 6 throat swabs positive for Enterovirus. RRT investigated.",Week 45
KL/ERN/2024/45/2694,Kerala,Ernakulam,Hepatitis A,12,0,05-11-2024,06-11-2024,Under Surveillance,"Cases from Kanayannur, Ernakulam. Jaundice, fever, pain abdomen. Blood sample positive for Hepatitis A IgM. RRT investigated.",Week 45
KL/PLK/2024/45/2695,Kerala,Palakkad,Mumps,38,0,06-11-2024,06-11-2024,Under Surveillance,"Cases from Attappadi. Swelling of parotid glands, pain, fever. Age 7-15 yrs. RRT investigated.",Week 45
KL/PLK/2024/45/2696,Kerala,Palakkad,Mumps,16,0,05-11-2024,05-11-2024,Under Surveillance,"Cases from VVLPS Chunagad, Ambalapara - II, Ottappalam. Swelling of parotid glands, pain, fever. Age 5-8 yrs. RRT investigated.",Week 45
KL/PLK/2024/45/2697,Kerala,Palakkad,Mumps,12,0,04-11-2024,04-11-2024,Under Surveillance,"Cases from Mother Theresa School, vadakkencherry, Alathur. Swelling of parotid glands, pain, fever. Age 5-11 yrs. RRT investigated.",Week 45
KL/WYN/2024/45/2698,Kerala,Wayanad,Acute Diarrheal Disease,29,0,07-11-2024,08-11-2024,Under Control,"Cases from Kottathara Village, Vythiri. Loose stools and vomiting. Water sample unfit (E.coli and Coliforms). RRT investigated.",Week 45
MP/DTI/2024/45/2699,Madhya Pradesh,Datia,Mumps,12,0,06-11-2024,06-11-2024,Under Surveillance,"Cases from Banvas Village, Datia. Swelling of parotid glands, pain, fever. Age 1-65 yrs. RRT investigated.",Week 45
MP/STN/2024/45/2700,Madhya Pradesh,Satna,Cholera,25,0,05-11-2024,05-11-2024,Under Surveillance,"Cases from Karsara Village, Kothi. Vomiting and loose stools. Both stool and vomitus positive for Vibrio cholera. Water samples unfit. RRT investigated.",Week 45
MH/AHM/2024/45/2701,Maharashtra,Ahmednagar,Dengue,23,0,06-11-2024,07-11-2024,Under Surveillance,"Cases from Kukana Village, Nevasa. Fever and body ache. 1/3 samples positive for Dengue RT-PCR. RRT investigated.",Week 45
MH/CHN/2024/45/2702,Maharashtra,Chandrapur,Acute Diarrheal Disease,61,0,05-11-2024,07-11-2024,Under Control,"Cases from Naranda Village, Korpana. Vomiting and loose stools. Stool negative. 2/12 water samples unfit. RRT investigated.",Week 45
OR/KND/2024/45/2703,Odisha,Kandhamal,Food Poisoning,6,2,01-11-2024,04-11-2024,Under Control,"Cases from Mandipanka Village, Daringbadi. Loose stools and vomiting after eating Mango kernel powder with fermented rice water. Food sample unfit. 2 deaths (28yr & 29yr females on 01.11.2024). RRT investigated.",Week 45
OR/SMB/2024/45/2704,Odisha,Sambalpur,Acute Diarrheal Disease,9,0,04-11-2024,04-11-2024,Under Control,"Cases from Manduamb Village, Kisinda. Loose stools and vomiting. Rectal swab negative. 2/5 water samples unfit. RRT investigated.",Week 45
TN/DIN/2024/45/2705,Tamil Nadu,Dindigul,Hepatitis A,18,0,04-11-2024,06-11-2024,Under Surveillance,"Cases from Nilakkottai. Jaundice, fever, pain abdomen. 9/11 blood samples positive for Hepatitis A IgM. Water samples fit. RRT investigated.",Week 45
TN/NMK/2024/45/2706,Tamil Nadu,Namakkal,Mumps,7,0,07-11-2024,08-11-2024,Under Surveillance,"Cases from Mangalapuram, Rasipuram. Swelling of parotid glands, pain, fever. Age 6-10 yrs. All serum samples positive for Mumps IgM. 2/5 buccal swabs positive by PCR. RRT investigated.",Week 45
TN/NMK/2024/45/2707,Tamil Nadu,Namakkal,Mumps,5,0,05-11-2024,05-11-2024,Under Surveillance,"Cases from Alankattuvalasu, Kumarapalayam. Swelling of parotid glands. Age 6-10 yrs. All serum samples positive. 4/5 buccal swabs positive by PCR. RRT investigated.",Week 45
TN/RAN/2024/45/2708,Tamil Nadu,Ranipet,Human Rabies,1,1,30-10-2024,04-11-2024,Under Control,"45yr male. Hydrophobia, drooling, altered sensorium. Dog bite 1 month prior. No ARV prophylaxis. Died 29.10.2024. RRT investigated.",Week 45
TN/SLM/2024/45/2709,Tamil Nadu,Salem,Mumps,17,0,08-11-2024,09-11-2024,Under Surveillance,"Cases from Punavasal, Attur. Swelling of parotid glands. Age 1-15 yrs. 4/5 serum samples positive. 4/5 buccal swabs positive by PCR. RRT investigated.",Week 45
TN/TCP/2024/45/2710,Tamil Nadu,Tiruchirappalli,Mumps,18,0,06-11-2024,06-11-2024,Under Surveillance,"Cases from Karikali, T Pet. Swelling of parotid glands. Age 1-10 yrs. All 4 serum samples positive. 3/4 buccal swabs positive by PCR. RRT investigated.",Week 45
TL/NIR/2024/45/2711,Telangana,Nirmal,Food Poisoning,16,0,05-11-2024,06-11-2024,Under Control,"Cases from UPHC Ramnagar. Abdominal pain, loose stools, vomiting after eating at local restaurant. Stool negative. Water unfit. RRT investigated.",Week 45
WB/SPG/2024/45/2712,West Bengal,24 Parganas South,Acute Diarrheal Disease,26,0,06-11-2024,06-11-2024,Under Control,"Cases from Ganeshkhariberia (Manna para), Bishnupur-I. Loose stools and pain abdomen. Rectal samples negative. Water sample unfit. RRT investigated.",Week 45
WB/BRB/2024/45/2713,West Bengal,Birbhum,Acute Diarrheal Disease,32,1,02-11-2024,07-11-2024,Under Control,"Cases from Amgachi Village, Mohammad Bazar. Loose stools. 1 death (35yr female, Sepsis with Shock, AKI on 4.11.2024). RRT investigated.",Week 45
WB/HGH/2024/45/2714,West Bengal,Hooghly,Acute Diarrheal Disease,38,0,04-11-2024,05-11-2024,Under Control,"Cases from Dhopapara Village, Balagarh. Loose stools. Stool positive for Vibrio cholera. Pond water unfit (Vibrio cholera detected). RRT investigated.",Week 45
WB/PRL/2024/45/2715,West Bengal,Purulia,Acute Diarrheal Disease,14,0,05-11-2024,07-11-2024,Under Control,"Cases from Tuima Village, Barabazar. Loose stools. Rectal swab negative. Water sample unfit. RRT investigated.",Week 45
JH/CHT/2024/45/2716,Jharkhand,Chatra,Malaria,5,0,09-10-2024,,Under Surveillance,"Cases from Salkhua Village, Pratappur. Fever with chills. 5 samples positive for Plasmodium vivax on peripheral blood smear. Anti-malarial treatment. (Late reported)",Week 45
KL/KLM/2024/45/2717,Kerala,Kollam,Amoebic Encephalitis,1,0,13-10-2024,,Under Surveillance,Case from Pathanapuram. Neck stiffness and vomiting. CSF showed motile trophozoites. Treated at SAT hospital. (Late reported),Week 45
MP/CHT/2024/45/2718,Madhya Pradesh,Chhatarpur,Measles,16,0,23-10-2024,,Under Surveillance,"Cases from Joran Village, Nowgong. Fever with rash. Age 1-10 yrs. All 7 samples positive for Measles IgM by ELISA. Vitamin A given. (Late reported)",Week 45
UP/BAB/2024/45/2719,Uttar Pradesh,Barabanki,Acute Diarrheal Disease,31,0,23-10-2024,,Under Control,"Cases from Bhitauli Village, Ramnagar. Loose stools and vomiting. Symptomatic treatment. (Late reported)",Week 45
AP/VKP/2024/46/2720,Andhra Pradesh,Visakhapatanam,Food Poisoning,48,0,11-11-2024,13-11-2024,Under Control,"Cases from College Girls Hostel, Chinawaltair. Nausea and vomiting after eating from common place. 1/2 water samples bacteriologically unsatisfactory. RRT investigated.",Week 46
AS/CHR/2024/46/2721,Assam,Charaideo,Mumps,8,0,12-11-2024,12-11-2024,Under Control,"Cases from school, Konwari Pothar, Sapekhati. Fever with swelling in neck. Age 1-8 yrs. Blood sample negative for Mumps IgM. Clinically diagnosed. RRT investigated.",Week 46
AS/GLP/2024/46/2722,Assam,Goalpara,Dengue,24,0,10-11-2024,14-11-2024,Under Surveillance,"Cases from Rakhasini Pahar Village, Mornoi Block. Fever with headache. Age 31-60 yrs. 24/432 samples positive for Dengue NS1 by ELISA. RRT investigated.",Week 46
BH/PTN/2024/46/2723,Bihar,Patna,Food Poisoning,6,2,10-11-2024,13-11-2024,Under Surveillance,"Cases from Ashara Grih (Shelter Home), Patna Rural. Loose stools and vomiting after common kitchen food. Food sample unsafe. 2 deaths (24yr female, 9yr girl). RRT investigated.",Week 46
BH/VSH/2024/46/2724,Bihar,Vaishali,Measles,45,0,11-11-2024,12-11-2024,Under Surveillance,"Cases from Kalyanpur Chausiwan Village, Raja Pakar. Fever with rash. Age 1-10 yrs. 5/8 blood samples positive for Measles IgM. Vitamin A given. RRT investigated.",Week 46
GJ/BHR/2024/46/2725,Gujarat,Bharuch,Food Poisoning,48,0,10-11-2024,11-11-2024,Under Surveillance,"Cases from Nagoriwad, UHC Vejalpur. Diarrhea & vomiting after attending marriage function. Age 15-44 yrs. RRT investigated.",Week 46
GJ/NAV/2024/46/2726,Gujarat,Navsari,Acute Diarrheal Disease,9,0,12-11-2024,13-11-2024,Under Control,"Cases from Pardi Village, Sadlav PHC. Diarrhea, vomiting, abdominal pain. Water potable. Stool negative. Probable cause: contaminated water due to leakage. RRT investigated.",Week 46
HP/KNG/2024/46/2727,Himachal Pradesh,Kangra,Jaundice,20,0,13-11-2024,15-11-2024,Under Control,Cases from Baijnath CH area. Jaundice. Age 10-20 yrs. Door to door survey conducted. Intensive IEC and health education in community. RRT investigated.,Week 46
JK/BRM/2024/46/2728,Jammu and Kashmir,Baramulla,Chickenpox,14,0,13-11-2024,15-11-2024,Under Surveillance,"Cases from school, Wahipora Village, Tangmarg. Fever with rash. Age 4-14 yrs. Clinically diagnosed. RRT investigated.",Week 46
JK/KUL/2024/46/2729,Jammu and Kashmir,Kulgam,Hepatitis A,12,0,12-11-2024,16-11-2024,Under Surveillance,"Cases from CHC Yaripora, Zabilpora Village. Jaundice. Age 5-65 yrs. 2/12 blood samples positive for Anti-HAV IgM. Both water samples unfit. Probable cause: contaminated drinking water. RRT investigated.",Week 46
JH/DUM/2024/46/2730,Jharkhand,Dumka,Acute Diarrheal Disease,12,0,15-11-2024,16-11-2024,Under Surveillance,"Cases from Chitragaria Village, Shikaripara. Loose stools and vomiting. Blood samples sterile. Water samples fit for potable purpose. RRT investigated.",Week 46
JH/GID/2024/46/2731,Jharkhand,Giridih,Typhoid,8,0,14-11-2024,14-11-2024,Under Control,Cases from Belatanr Village. Fever and nausea. 8/10 blood samples positive for Salmonella typhi by Widal test. RRT investigated.,Week 46
JH/GOD/2024/46/2732,Jharkhand,Godda,Malaria,10,0,11-11-2024,12-11-2024,Under Surveillance,"Cases from Tilaipara Village, Sunderpahari. Fever with chills. 15/83 samples positive for Plasmodium falciparum by RDT. Anti-malarial treatment. RRT investigated.",Week 46
JH/SBJ/2024/46/2733,Jharkhand,Sahebganj,Malaria,18,0,10-11-2024,13-11-2024,Under Surveillance,"Cases from Hathiddari Village, Borio. Fever with chills. 18/61 samples positive for Malaria (7 P.falciparum, 6 P.vivax, 5 Mixed) by RDT. RRT investigated.",Week 46
KN/BDR/2024/46/2734,Karnataka,Bidar,Food Poisoning,56,0,13-11-2024,14-11-2024,Under Control,"Cases from residential school, Kallur Village, Humnabad. Diarrhea, vomiting, abdominal pain after common kitchen food. Age 3-40 yrs. Food and water samples found unsafe. RRT investigated.",Week 46
KN/HVR/2024/46/2735,Karnataka,Haveri,Food Poisoning,64,0,11-11-2024,11-11-2024,Under Control,Cases from Meundi Village. Diarrhea after attending marriage. Age 11-20 yrs. Both water samples unfit (E.coli). Stool samples negative. RRT investigated.,Week 46
KN/KLB/2024/46/2736,Karnataka,Kalaburagi,Acute Diarrheal Disease,31,0,13-11-2024,14-11-2024,Under Control,"Cases from Sonth Village, Kamalapur. Loose stools. All ages. 5/12 water samples non-potable by H2S. Probable cause: contaminated water due to pipeline leakage. RRT investigated.",Week 46
KN/MND/2024/46/2737,Karnataka,Mandya,Food Poisoning,61,0,16-11-2024,16-11-2024,Under Control,Cases from Srinivasapura Village. Vomiting and diarrhea after social gathering. Age 1-23 yrs. Stool samples negative. Water samples potable. RRT investigated.,Week 46
KN/MYS/2024/46/2738,Karnataka,Mysuru,Food Poisoning,22,0,14-11-2024,15-11-2024,Under Control,"Cases from Paduvalamarahalli Village, Nanjangud. Loose stools after attending marriage. Age 8-65 yrs. Water potable. RRT investigated.",Week 46
KL/ERN/2024/46/2739,Kerala,Ernakulam,Hepatitis A,39,0,11-11-2024,13-11-2024,Under Surveillance,"Cases from FHC Kakkanad, Kanayannur. Fever with jaundice. Age 16-30 yrs. 1 blood sample positive for Hepatitis A IgM. 7/8 water samples positive for E.coli. Probable cause: contaminated well water. RRT investigated.",Week 46
KL/ERN/2024/46/2740,Kerala,Ernakulam,Mumps,10,0,12-11-2024,12-11-2024,Under Surveillance,"Cases from school, UPHC Thrikkakkara, Kanayannur. Fever with swelling in cheeks. Clinically diagnosed. RRT investigated.",Week 46
KL/KOZ/2024/46/2741,Kerala,Kozhikode,Hepatitis A,105,0,13-11-2024,13-11-2024,Under Surveillance,"Cases from FHC Villiyappally, Vatakara. Fever with jaundice. 2/2 blood samples positive for Hepatitis A IgM. RRT investigated.",Week 46
KL/PLK/2024/46/2742,Kerala,Palakkad,Food Poisoning,20,0,15-11-2024,16-11-2024,Under Surveillance,"Cases from CHC Pazhambalakode, Alathur. Abdominal pain, loose stool, vomiting after social gathering. RRT investigated.",Week 46
